about : 161次
medical/psychological : 2次
bet : 2次
it.” : 2次
lists : 2次
recurring : 2次
compulsive : 2次
46) : 2次
(苏格拉底) : 2次
47) : 2次
48) : 2次
waking : 2次
50) : 2次
salaries, : 2次
area. : 2次
candidate. : 2次
letter; : 2次
photos : 2次
view. : 2次
___that : 2次
___skills : 2次
deal. : 2次
___of : 2次
amold : 2次
题目解析： : 2次
industry－william : 2次
shakespeare－but : 2次
’ : 2次
s : 2次
spending. : 2次
【解析】细节题.该题利用定位词“dr : 2次
artists' : 2次
refreshing. : 2次
44．【答案】[f] : 2次
参考译文 : 2次
or等并列连词要首先区分）（ : 2次
2、which/that原则用来区分主句和从句，句子中的which, : 2次
3、较长不定式短语或介词短语原则（用来将单句中的不顶事短语和介词短语与主句区别对待，即恢复单句完整，理解短语功能） : 2次
这是一个复合句。i : 2次
code, : 2次
he/she : 2次
follows. : 2次
yuan : 2次
insensitive : 2次
animals, : 2次
noses : 2次
brosnan : 2次
waal : 2次
co-operative : 2次
study. : 2次
grapes : 2次
monkey : 2次
mere : 2次
token : 2次
monkeys, : 2次
emotions. : 2次
evolved : 2次
(last : 2次
prefer : 2次
smokers : 2次
upsetting : 2次
bruce : 2次
alberts, : 2次
report: : 2次
in, : 2次
“paralysis : 2次
senator : 2次
control. : 2次
desires : 2次
sleep. : 2次
rem : 2次
limbic : 2次
prefrontal : 2次
cortex : 2次
generated : 2次
should, : 2次
like, : 2次
mcwhorter, : 2次
sees : 2次
counter-culture : 2次
personal, : 2次
english, : 2次
varieties : 2次
non-standard : 2次
italian : 2次
romanow : 2次
kirby : 2次
recommended : 2次
interprovincial : 2次
provinces : 2次
quebec : 2次
federal-provincial : 2次
quebec’s : 2次
prices. : 2次
divided : 2次
designs : 2次
wang, : 2次
decent : 2次
elderly. : 2次
2017年全国硕士研究生招生考试 : 1次
英语（一）试题 : 1次
(s) : 1次
hug : 1次
away? : 1次
resounding : 1次
"yes!" : 1次
___1__ : 1次
__2___to : 1次
about, : 1次
___3__ : 1次
__4___ : 1次
winter. : 1次
___5__ : 1次
400 : 1次
adults,researchers : 1次
carnegie : 1次
mellon : 1次
pennsylvania : 1次
receipt : 1次
___6__ : 1次
participants' : 1次
susceptibility（敏感性） : 1次
cold : 1次
___7__ : 1次
virus. : 1次
___8__ : 1次
__9___ : 1次
stress-reducing : 1次
___10__ : 1次
___11__ : 1次
__12___. : 1次
"hugging : 1次
protects : 1次
___13__ : 1次
colds : 1次
__14___ : 1次
stress," : 1次
sheldon : 1次
cohen, : 1次
carnegie. : 1次
marker : 1次
intimacy : 1次
__15___ : 1次
___16__difficulty." : 1次
___17__ : 1次
stress-reducing,health-related : 1次
oxytocin（后叶催产素）, : 1次
called"the : 1次
bonding : 1次
hormone" : 1次
__18___ : 1次
attachment : 1次
relationships, : 1次
newborn : 1次
babies. : 1次
oxytocin : 1次
released : 1次
bloodstream. : 1次
it___19__ : 1次
__20___ : 1次
mood, : 1次
physiology. : 1次
[a]besides : 1次
[b]unlike : 1次
[c]throughout : 1次
[d]despite : 1次
[a]equal : 1次
[b]restricted : 1次
[c]connected : 1次
[d]inferior : 1次
[a]view : 1次
[b]host : 1次
[c]lesson : 1次
[d]choice : 1次
[a]avoid : 1次
[b]forget : 1次
[c]recall : 1次
[a]collecting : 1次
[b]affecting : 1次
[c]guiding : 1次
[d]involving : 1次
[a]on : 1次
[c]at : 1次
[d]of : 1次
[a]devoted : 1次
[b]attracted : 1次
[c]lost : 1次
[a]along : 1次
[b]across : 1次
[c]down : 1次
[d]out : 1次
[a]imagined : 1次
[b]denied : 1次
[c]doubted : 1次
[d]calculated : 1次
[a]served : 1次
[b]restored : 1次
[c]explained : 1次
[d]required : 1次
[a]thus : 1次
[b]still : 1次
[c]rather : 1次
[d]even : 1次
[a]defeats : 1次
[b]symptoms : 1次
[c]errors : 1次
[d]tests : 1次
[a]highlighted : 1次
[b]increased : 1次
[c]controlled : 1次
[d]minimized : 1次
[a]presented : 1次
[b]equipped : 1次
[c]associated : 1次
[d]compared : 1次
[a]assess : 1次
[d]record : 1次
17.[a]attribute : 1次
[b]commit : 1次
[c]transfer : 1次
[d]return : 1次
18.[a]unless : 1次
[b]because : 1次
[d]until : 1次
19.[a]remains : 1次
[b]emerges : 1次
[c]vanishes : 1次
[d]decreases : 1次
20.[a]experiences : 1次
[b]combines : 1次
[c]justifies : 1次
[d]influences : 1次
hours, : 1次
advance : 1次
flight, : 1次
time-consuming : 1次
protocols : 1次
safety. : 1次
804, : 1次
terrorists : 1次
downed : 1次
mediterranean : 1次
sea, : 1次
tragic : 1次
why. : 1次
demanding : 1次
undermines : 1次
should: : 1次
drag : 1次
americans' : 1次
mention : 1次
infuriating. : 1次
transportation : 1次
administration(tsa) : 1次
undercover : 1次
investigators : 1次
sneak : 1次
weapons : 1次
fake : 1次
airport : 1次
tried. : 1次
oil : 1次
chicago's : 1次
o'hare : 1次
international. : 1次
steep : 1次
screeners : 1次
line. : 1次
overpack : 1次
checked-baggage : 1次
fees, : 1次
dispute : 1次
remodeling : 1次
hire: : 1次
win-win : 1次
expedited : 1次
risk, : 1次
saving : 1次
25 : 1次
precheck. : 1次
gotten : 1次
sticker : 1次
shock: : 1次
$85 : 1次
beginning, : 1次
tag : 1次
precheck's : 1次
fatal : 1次
flaw. : 1次
level. : 1次
directly, : 1次
enrollment : 1次
diverting : 1次
traveling : 1次
suffers : 1次
804 : 1次
american’s : 1次
urgency : 1次
worldwide. : 1次
highlight : 1次
upgrading : 1次
airports. : 1次
airports? : 1次
bags. : 1次
declining : 1次
travellers. : 1次
“expedited” : 1次
(liner : 1次
closet : 1次
quieter. : 1次
cheaper. : 1次
wider. : 1次
faster. : 1次
reduction : 1次
scale. : 1次
wrongly-directed : 1次
implementation. : 1次
reluctance : 1次
enrollment. : 1次
belated : 1次
astronomers,” : 1次
liliuokalani, : 1次
reigning : 1次
monarch, : 1次
1897. : 1次
watchers : 1次
esteemed : 1次
hawaii : 1次
erupted : 1次
meter : 1次
telescope : 1次
(tmt), : 1次
giant : 1次
observatory : 1次
revolutionize : 1次
cosmos. : 1次
tmt's : 1次
planned : 1次
location : 1次
dormant : 1次
volcano : 1次
worshiped : 1次
piko, : 1次
connects : 1次
islands : 1次
telescopes. : 1次
pacific : 1次
rises : 1次
planet's : 1次
unsurpassed : 1次
clarity. : 1次
new. : 1次
vocal : 1次
environmentalists : 1次
disrespect : 1次
occupation : 1次
astronomers. : 1次
telescopes, : 1次
prioritize : 1次
ecosystems : 1次
holiness : 1次
islands' : 1次
inhabitants. : 1次
relic : 1次
past； : 1次
undergoing : 1次
renaissance : 1次
dawn : 1次
civilization. : 1次
polynesians : 1次
shores : 1次
inspires : 1次
astronomers : 1次
disassemble : 1次
going. : 1次
starry : 1次
skies, : 1次
primal : 1次
calling : 1次
ancestral : 1次
minimize : 1次
telescope’s : 1次
visibility : 1次
lifetimes : 1次
returned : 1次
welcomed : 1次
heritage : 1次
stars. : 1次
liliuokalani’s : 1次
remark : 1次
indicates____ : 1次
astronomy. : 1次
watchers’ : 1次
feats : 1次
astronomical : 1次
geographical : 1次
protective : 1次
surroundings. : 1次
implications. : 1次
infrastructure. : 1次
locals : 1次
because____ : 1次
ruining : 1次
humiliating : 1次
revival. : 1次
astronomy____ : 1次
hawaiians. : 1次
uncover : 1次
soften : 1次
hawaiians’ : 1次
hostility. : 1次
acceptance. : 1次
slight : 1次
hesitancy. : 1次
“everything : 1次
worthwhile.” : 1次
voting : 1次
union, : 1次
timely : 1次
usefulness : 1次
annoyed : 1次
policymakers : 1次
concept. : 1次
envy : 1次
figures. : 1次
well, : 1次
17million : 1次
vote : 1次
brexit, : 1次
warnings : 1次
prospects? : 1次
convert : 1次
sheds : 1次
measured, : 1次
poorest : 1次
translated : 1次
gdr : 1次
rounded : 1次
performing. : 1次
challenges, : 1次
yes, : 1次
budding : 1次
crash, : 1次
economies : 1次
society; : 1次
learn: : 1次
sole : 1次
measuring : 1次
nations, : 1次
measure, : 1次
outcomes : 1次
person's : 1次
policymaker : 1次
refocus : 1次
worrying : 1次
forecasted : 1次
doom : 1次
he_____ : 1次
[a]praised : 1次
[b]identified : 1次
happiness. : 1次
[c]misinterpreted : 1次
[d]had : 1次
remold : 1次
economy. : 1次
[c]gdp : 1次
defied : 1次
uk. : 1次
[d]policymakers : 1次
paying : 1次
study? : 1次
[a]it : 1次
indicator. : 1次
[b]it : 1次
sponsored : 1次
[c]its : 1次
questionable. : 1次
enlightening. : 1次
boom. : 1次
[b]high : 1次
foreshadows : 1次
[c]it : 1次
[d]it : 1次
caution : 1次
best??for : 1次
[a]high : 1次
well-being, : 1次
[b]gdp : 1次
terminator : 1次
[d]brexit, : 1次
gateway : 1次
unanimous : 1次
ruling, : 1次
virginia : 1次
governor, : 1次
conduct, : 1次
rolex : 1次
watch : 1次
ferrari : 1次
trail : 1次
jury : 1次
acts,” : 1次
governor’s : 1次
“specific” : 1次
“unsettled” : 1次
gift-giver : 1次
intent : 1次
corruption, : 1次
doors : 1次
“distasteful” : 1次
“nasty.” : 1次
anti-bribery : 1次
laws, : 1次
contract : 1次
regulation. : 1次
call, : 1次
hosting : 1次
legally : 1次
criminal. : 1次
prosecution : 1次
bribery. : 1次
compact : 1次
government,” : 1次
“assumes : 1次
constituents : 1次
concerns.” : 1次
reinforces : 1次
representatives, : 1次
courts, : 1次
favorites : 1次
meetings : 1次
donation : 1次
will-enforced : 1次
transparency, : 1次
meetings, : 1次
lobbying, : 1次
leader’s : 1次
fan : 1次
perceptions : 1次
double : 1次
wealthy. : 1次
bought, : 1次
government- : 1次
undermined. : 1次
sentence(para.1) : 1次
court____ : 1次
avoided : 1次
compromise : 1次
convicting : 1次
corruptive : 1次
involves____ : 1次
returns : 1次
gift-givers. : 1次
sizable : 1次
gifts. : 1次
leaking : 1次
secrets : 1次
intentionally. : 1次
contracts : 1次
officially. : 1次
are__ : 1次
supporters. : 1次
addressing : 1次
constituents. : 1次
exempt : 1次
well-enforced : 1次
transparency : 1次
to___ : 1次
conscience : 1次
officials. : 1次
guarantee : 1次
lobbying. : 1次
sarcastic. : 1次
tolerant. : 1次
sketch, : 1次
dinner : 1次
poplar : 1次
walk" : 1次
eyes : 1次
magazine. : 1次
"boz" : 1次
evening : 1次
chronicle, : 1次
reputation. : 1次
runaway : 1次
papers, : 1次
fame. : 1次
coats : 1次
cigars, : 1次
plump, : 1次
spectacled : 1次
hero, : 1次
[c]soon : 1次
boz : 1次
appeared, : 1次
approached : 1次
installments, : 1次
backdrop : 1次
woodcuts : 1次
ten-famous : 1次
seymour, : 1次
story. : 1次
confidence, : 1次
seymour's : 1次
installment, : 1次
faithful : 1次
prose. : 1次
seymour : 1次
backyard, : 1次
displeasure : 1次
committing : 1次
suicide. : 1次
pressed : 1次
artist. : 1次
posthumous : 1次
serially : 1次
1836 : 1次
1837, : 1次
1837. : 1次
[d]charles : 1次
best-known : 1次
novelist : 1次
moralist, : 1次
satirist, : 1次
reformer. : 1次
crafted : 1次
plots : 1次
striking : 1次
panorama : 1次
[e]soon : 1次
prison, : 1次
errand : 1次
boy : 1次
offices. : 1次
shorthand : 1次
stenographer : 1次
parliament. : 1次
dickens, : 1次
reporter's : 1次
transcribing : 1次
submitted : 1次
magazines. : 1次
portsmouth, : 1次
coast. : 1次
clerk : 1次
navy : 1次
-a : 1次
position, : 1次
grandparents, : 1次
steward : 1次
housekeeper : 1次
possessed : 1次
concealed : 1次
supposedly : 1次
birth, : 1次
mother's : 1次
caught : 1次
stealing : 1次
fled : 1次
return. : 1次
warren's : 1次
warehouse, : 1次
shoe-polish : 1次
factory, : 1次
boys : 1次
gentleman." : 1次
humiliations : 1次
imprisonment : 1次
wound : 1次
deepest : 1次
confide : 1次
wife, : 1次
unacknowledged : 1次
fiction. : 1次
plunged : 1次
bleaker : 1次
twist, : 1次
traces : 1次
orphan's : 1次
workhouse : 1次
criminal : 1次
slums : 1次
london. : 1次
nicholas : 1次
nickleby, : 1次
combines : 1次
darkness : 1次
twist : 1次
sunlight : 1次
pickwick. : 1次
novels : 1次
consolidated : 1次
dichens' : 1次
nationally : 1次
internationally : 1次
celebrated : 1次
letters. : 1次
world`s : 1次
decades. : 1次
(46)but : 1次
international, : 1次
economic, : 1次
usage : 1次
consequently : 1次
pressures. : 1次
highlighted : 1次
monoglot : 1次
bleak : 1次
multilingual : 1次
proving : 1次
organizations. : 1次
that,(48)many : 1次
themselves, : 1次
,arabic : 1次
mandarin : 1次
outsourcing : 1次
japanese, : 1次
german, : 1次
spreads. : 1次
&1.3 : 1次
exports : 1次
&10 : 1次
more. : 1次
expands, : 1次
slowdown : 1次
english-speaking : 1次
continue, : 1次
slippage. : 1次
anticipation : 1次
shifts : 1次
significant:(50) : 1次
environment.that : 1次
approach. : 1次
prepare : 1次
46、but : 1次
(48)many : 1次
51.direction : 1次
cook,a : 1次
newly-arrived : 1次
professor,recommending : 1次
.please : 1次
answer/sheet. : 1次
dot : 1次
.use : 1次
ming"instead : 1次
52.directions: : 1次
pictures. : 1次
essay. : 1次
briefly. : 1次
meaning,and : 1次
2016年全国硕士研究生考试英语试题 : 1次
cambodia, : 1次
male. : 1次
woman, : 1次
matchmaker. : 1次
andthen : 1次
negotiations, : 1次
man'sparents : 1次
spouse, : 1次
theselection. : 1次
veto : 1次
chosen. : 1次
5aspouse : 1次
selected, : 1次
marrying : 1次
wedding : 1次
colorful : 1次
affair. : 1次
formerly : 1次
1980s : 1次
half. : 1次
buddhist : 1次
priests : 1次
sermon : 1次
prayers : 1次
blessing. : 1次
ceremony : 1次
bride’s : 1次
groom’s : 1次
wrists, : 1次
circle : 1次
wife’s : 1次
nearby. : 1次
divorce : 1次
common. : 1次
sprouse : 1次
equally. : 1次
remarry, : 1次
remarry : 1次
1.[a]by : 1次
[c]as : 1次
[d]with : 1次
2.[a]adapt : 1次
[b]provide : 1次
[c]compete : 1次
[d]decide : 1次
3.[a]close : 1次
[b]renew : 1次
[c]arrange : 1次
[d]postpone : 1次
4.[a]above : 1次
5.[a]although : 1次
[d]unless : 1次
6.[a]into : 1次
[b]within : 1次
[d]through : 1次
7.[a]since : 1次
[b]but : 1次
[c]or : 1次
[d]so : 1次
8.[a]copy : 1次
[b]test : 1次
[d]create : 1次
9.[a]folding : 1次
[b]piling : 1次
[c]wrapping : 1次
10.[a]passing : 1次
[b]lighting : 1次
[c]hiding : 1次
[d]serving : 1次
[a]meeting : 1次
[b]collection : 1次
[c]association : 1次
[a]grow : 1次
[b]part : 1次
[c]deal : 1次
[a]whereas : 1次
[c]if : 1次
[a]obtain : 1次
[b]follow : 1次
[c]challenge : 1次
[d]avoid : 1次
[a]isolated : 1次
[b]persuaded : 1次
[c]viewed : 1次
[a]whatever : 1次
[b]however : 1次
[c]whenever : 1次
[d]wherever : 1次
17.[a]changed : 1次
[c]shaped : 1次
[d]pushed : 1次
18.[a]withdrawn : 1次
[b]invested : 1次
[c]donated : 1次
[d]divided : 1次
[a]breaks : 1次
[b]warms : 1次
[d]clears : 1次
20.[a]so : 1次
[b]while : 1次
prides : 1次
innovator : 1次
lawmakers : 1次
preliminary : 1次
runaways. : 1次
parliament : 1次
websites : 1次
“incite : 1次
thinness” : 1次
dieting. : 1次
uplifting : 1次
motives. : 1次
death-as : 1次
sends : 1次
teenage : 1次
girls, : 1次
tape-measure : 1次
bans, : 1次
enforced,would : 1次
men) : 1次
arbiters : 1次
beauty. : 1次
faintly,they : 1次
hint : 1次
intangible : 1次
qualities : 1次
zero : 1次
wasp-waist : 1次
physiques. : 1次
skin-deep-and : 1次
bone-showing. : 1次
government-defined : 1次
index : 1次
$85,000 : 1次
fine : 1次
prison. : 1次
adornment : 1次
types. : 1次
denmark, : 1次
france’s : 1次
actions, : 1次
denmark’s : 1次
month : 1次
sanctions : 1次
revised : 1次
ideals, : 1次
people.” : 1次
charter’s : 1次
tool : 1次
designers : 1次
modeling : 1次
agencies : 1次
copenhagen : 1次
(cfw), : 1次
institute. : 1次
name-and-shame : 1次
compliance. : 1次
relying : 1次
persuasion : 1次
step. : 1次
elevate : 1次
france? : 1次
runways : 1次
constructed. : 1次
[b]physical : 1次
redefined. : 1次
[c]websites : 1次
thrive. : 1次
“impinging : 1次
(line2, : 1次
[a]heightening : 1次
[b]indicating : 1次
[c]losing : 1次
[d]doing : 1次
industry? : 1次
denmark. : 1次
failed. : 1次
[c]models : 1次
worse. : 1次
designer : 1次
cfw : 1次
[a]pursuing : 1次
[b]caring : 1次
models’ : 1次
[c]showing : 1次
[d]setting : 1次
threshold : 1次
dilemma : 1次
france : 1次
[c]just : 1次
result. : 1次
polls : 1次
britons : 1次
countryside” : 1次
(nhs) : 1次
proudest : 1次
country, : 1次
octavia : 1次
hill : 1次
forever.” : 1次
dwellers : 1次
spaces : 1次
air.” : 1次
hill’s : 1次
parks : 1次
belts. : 1次
consumes : 1次
guardianship. : 1次
endorse : 1次
sentiment. : 1次
conservatives’ : 1次
conservation, : 1次
authorizing“off-plan” : 1次
object. : 1次
profitable. : 1次
councils : 1次
oppose : 1次
silent. : 1次
ukip, : 1次
sensing : 1次
chance, : 1次
sided : 1次
pleading : 1次
land. : 1次
terror : 1次
parties. : 1次
offices : 1次
cities : 1次
place. : 1次
agents : 1次
stirlingackroyd : 1次
intrusion : 1次
belt. : 1次
truer : 1次
“housing : 1次
crisis” : 1次
equals : 1次
“concreted : 1次
meadows” : 1次
pure : 1次
always, : 1次
osborne : 1次
new-build : 1次
renovation : 1次
renewal. : 1次
out-of-town : 1次
streets. : 1次
sticks : 1次
edges : 1次
ones? : 1次
planned, : 1次
rip. : 1次
netherlands, : 1次
crowded : 1次
enabled : 1次
coherence, : 1次
permitting : 1次
low-density : 1次
alternative—the : 1次
corrupted : 1次
portugal, : 1次
ireland. : 1次
unite : 1次
spectrum. : 1次
[a]didn’tstart : 1次
shakespearean : 1次
age. : 1次
nhs. : 1次
[c]is : 1次
backed : 1次
being____ : 1次
[a]gradually : 1次
destroyed. : 1次
[b]effectively : 1次
reinforced. : 1次
[c]largely : 1次
overshadowed. : 1次
[d]properly : 1次
[a]labour : 1次
attack : 1次
conservatives : 1次
“off-plan” : 1次
building. : 1次
influence. : 1次
[d]ukip : 1次
preference____ : 1次
[a]highlights : 1次
[b]shows : 1次
[c]stresses : 1次
easing : 1次
crisis. : 1次
[d]reveals : 1次
town-and-country : 1次
business,” : 1次
friedman,a : 1次
prize-winning : 1次
economist : 1次
profits.” : 1次
fiedman’s : 1次
(csr) : 1次
shareholders : 1次
money,things : 1次
clear-cut.new : 1次
monetary : 1次
–at : 1次
$15 : 1次
epg,a : 1次
consulting : 1次
ways.first, : 1次
“signal” : 1次
quality.second, : 1次
indirect : 1次
donate : 1次
helps. : 1次
“halo : 1次
effect,” : 1次
deeds : 1次
differentiating : 1次
three. : 1次
bribery : 1次
prosecutions : 1次
corrupt : 1次
(fcpa). : 1次
consume : 1次
investigations, : 1次
firms, : 1次
comprehensivecsr : 1次
programmes : 1次
tendedto : 1次
getmore : 1次
penalties. : 1次
possibility : 1次
firms' : 1次
stand,that : 1次
accounted : 1次
leniency: : 1次
fines. : 1次
punishment. : 1次
friedman’s : 1次
[d]approval : 1次
malpractices. : 1次
defamed. : 1次
33.theexpression : 1次
"more : 1次
lenient" : 1次
4)is : 1次
closestin : 1次
effective. : 1次
controversial. : 1次
severe. : 1次
lasting. : 1次
evidence. : 1次
[c]increases : 1次
penalized. : 1次
constitutes : 1次
csr, : 1次
[b]thenecessaryamount : 1次
companies'spending : 1次
unknown. : 1次
companies' : 1次
capacityforithasbeenoverestimated. : 1次
ithasbroughtmuchbenefittothebankingindustry. : 1次
.exactly : 1次
debate. : 1次
“sometime : 1次
paper’s : 1次
publisher : 1次
2010. : 1次
nostalgia : 1次
ink : 1次
rustle : 1次
,there’s : 1次
incentive : 1次
ditch : 1次
.the : 1次
-printing : 1次
presses : 1次
.delivery : 1次
truck : 1次
-isn’t : 1次
migrating : 1次
away,and : 1次
dwarf : 1次
declining. : 1次
overhead : 1次
lowe : 1次
,but : 1次
mistake : 1次
,says : 1次
jonah : 1次
peretti. : 1次
“figuring : 1次
accelerate : 1次
said, : 1次
“but : 1次
you." : 1次
anyway". : 1次
netflix : 1次
discontinuing : 1次
dvd-mailing : 1次
streaming. : 1次
"it : 1次
blunder." : 1次
foresighted. : 1次
times? : 1次
"l : 1次
wouldn't : 1次
print."he : 1次
product.” : 1次
costumer : 1次
gel : 1次
favor. : 1次
they’d : 1次
overpaying : 1次
helping," : 1次
"then : 1次
revenue." : 1次
product, : 1次
already. : 1次
$500 : 1次
digital-only : 1次
subscription. : 1次
"it's : 1次
business," : 1次
remarked. : 1次
market.change : 1次
aggressive." : 1次
36.the : 1次
ending : 1次
operation. : 1次
investors. : 1次
asles. : 1次
37.peretti : 1次
situation,the : 1次
[a]seek : 1次
readership. : 1次
[b]end : 1次
goog. : 1次
[c]aim : 1次
efficitent : 1次
management. : 1次
[d]make : 1次
adiustments. : 1次
“legacy : 1次
product” : 1次
[a]helps : 1次
[b]is : 1次
[c]will : 1次
reduced. : 1次
[d]expands : 1次
39.peretti : 1次
[a]legacy : 1次
[b]cautiousness : 1次
[c]aggressiveness : 1次
[d]traditional : 1次
luxuries : 1次
unaffected. : 1次
[a]shift : 1次
[b]cherish : 1次
[c]make : 1次
[a]create : 1次
[b]have : 1次
[c]decide : 1次
[d]understand : 1次
[e]work : 1次
[f]mark : 1次
[g]know : 1次
orinformal : 1次
theworkenvironment,the : 1次
impact.this : 1次
isespecially : 1次
truein : 1次
impressions.according : 1次
researchfrom : 1次
princetonuniversity, : 1次
assessyour : 1次
competence,trustworthiness, : 1次
likeability : 1次
tenth : 1次
solelybased : 1次
ontheway : 1次
look. : 1次
today’sworkplace : 1次
“dress : 1次
success”era : 1次
optionsis : 1次
muchbroader. : 1次
normshaveevolvedandfragmented.in : 1次
settings, : 1次
red : 1次
sneakers : 1次
t—shirts : 1次
conveystatus;inother : 1次
somuch. : 1次
plus, : 1次
magnified : 1次
social—media : 1次
linkedin.chances : 1次
headshots : 1次
adecade : 1次
ago.millennials, : 1次
paradox : 1次
branding.it : 1次
beconfusing. : 1次
navigate : 1次
this?how : 1次
invest : 1次
anupgrade?and : 1次
goals？here : 1次
tips: : 1次
coach, : 1次
upgrades : 1次
particularlyhelpfulduring : 1次
transitions—when : 1次
stepping : 1次
morepublic : 1次
,or : 1次
environments. : 1次
rut, : 1次
forhonest : 1次
.look : 1次
ok. : 1次
have. : 1次
refresh : 1次
pivot : 1次
it? : 1次
approachable, : 1次
stylish. : 1次
advertising, : 1次
ore : 1次
“soho.” : 1次
(it’s : 1次
characterizations : 1次
that.) : 1次
anthropologist. : 1次
environment? : 1次
status? : 1次
audience? : 1次
themselves? : 1次
context, : 1次
enlist : 1次
stylist, : 1次
styling : 1次
crew. : 1次
barber. : 1次
photographer : 1次
friend. : 1次
think. : 1次
vain : 1次
discussing : 1次
wear. : 1次
fatigue. : 1次
go-to : 1次
opinions. : 1次
clothing : 1次
birthright. : 1次
healthy; : 1次
bone. : 1次
can't : 1次
learned, : 1次
reawakened. : 1次
body, : 1次
weakened, : 1次
anywhere; : 1次
cloud. : 1次
instant. : 1次
seed : 1次
contains : 1次
self-esteem : 1次
sense. : 1次
seriously, : 1次
ourselves, : 1次
out. : 1次
unlearned : 1次
pain : 1次
resolving : 1次
conflict, : 1次
surroundings : 1次
beautiful, : 1次
invention : 1次
driving, : 1次
fish, : 1次
car. : 1次
surrounds : 1次
(49)although : 1次
cure-all : 1次
mundane : 1次
wrong, : 1次
foe. : 1次
conscience, : 1次
instinct, : 1次
wisdom, : 1次
voice. : 1次
see, : 1次
happily. : 1次
notice. : 1次
2016年考研英语真题答案解析 : 1次
1、【答案】 : 1次
本题考察逻辑关系 : 1次
【解析】因为考察逻辑关系，所以需要我们先对填空前后的原文信息做定位分析：文章身处大环境not : 1次
only…but : 1次
also之中，这是一个明显的并列关系，表示“不仅……而且……”该空与前一句“his : 1次
friends”也是并列关系，表示“与他本人以及伴侣的父母朋友相关” : 1次
所以答案只能是d.as : 1次
as。 : 1次
a.by : 1次
of通过 : 1次
b.with : 1次
关于 : 1次
c.on : 1次
代表 : 1次
2、【答案】 : 1次
根据该句的主语a : 1次
man与宾语a : 1次
spouse的关系，答案只能是a. : 1次
决定，表示自己决定自己的对象。b.provide : 1次
为……提供准备 : 1次
c.compete : 1次
with与……竞争 : 1次
d.adapt : 1次
to适用 : 1次
3、【答案】[b]arrange : 1次
【考点分析】上下文语义及动词辨析 : 1次
【解析】该句意思为，他可以自己选择自己中意的伴侣并让父母___相关事务。四个选项中，a.close : 1次
关闭 : 1次
c.renew : 1次
更新；恢复 : 1次
d.postpone“推迟”，语义不正确，只有b.arrange安排是符合语境。 : 1次
4、【答案】 : 1次
【解析】逻辑判断题。主要是看前后两句的含义，前面是说“他可以自己选择自己中意的伴侣并让父母安排相关事务，或者几乎不参与，完全让父母选择自己的对象。” : 1次
空格后面说“女方可以拒绝她父母所选择的对象。”这两句之间没有举例说明的关系，且有一个may，更证明a.in : 1次
theory的正确性。而其他选项 : 1次
b.above : 1次
all最重要的是 : 1次
c.in : 1次
准时 : 1次
d.for : 1次
example举例，均不符合题意。 : 1次
5、【答案】 : 1次
【解析】根据下文“____a : 1次
selected， : 1次
other……”知道，只有对象选择好后，父母才会去调查研究对方的背景。所以只有after才对。其他选项a.unless : 1次
除非，否则 : 1次
b.lest : 1次
以免，唯恐 : 1次
d.although : 1次
尽管 : 1次
都不符合题意。 : 1次
6、【答案】[a]into : 1次
上下文语义及介词词义辨析 : 1次
【解析】这里主要是看marry与相关介词的固定搭配。这里marry : 1次
into就是指嫁到，而其他选项均没有这层含义。 : 1次
7、【答案】 : 1次
[c]but : 1次
【解析】根据上文，说传统的婚礼时间跨度很长，但是到了1980s， : 1次
婚礼只持续一天半。所以与前文发生转变。因此要选择but转折关系。 : 1次
8、【答案】 : 1次
【解析】空格处需要填一个动词，和后面的prayers : 1次
blessing所搭配，c选项recite : 1次
为背诵的意思，与所给短语搭配最为合理，译为“为祈祷者做祈福”。 : 1次
9、【答案】 : 1次
本题需要根据上下文语义分析，空格处需要搭配后文“棉花线头”，纵观四个选项[a]折叠[b]堆积 : 1次
[c]包裹 : 1次
[d]系上，根据选项含义，只有d和后文的“棉花线头”搭配最为合理。 : 1次
10、【答案】[a]passing : 1次
【解析】本题根据选项[a]传递[b]点亮 : 1次
[c]隐藏 : 1次
[d]服务，原文空格需要填写一个动词与后文“around : 1次
circle”来搭配，译为“将蜡烛传一圈”，故[a]传递为正确选项。 : 1次
11、【答案】 : 1次
【考点分析】名词词义辨析 : 1次
【解析】本题根据选项[a]协会，社团[b]会议，会面 : 1次
[c]集合 : 1次
[d]结合。本句语义为“这些受尊敬的夫妻祈祷…”根据语境，结婚是一种夫妻二人的结合，因此，选项[d]结合更符合语境。 : 1次
12、【答案】 : 1次
【考点分析】上下文语义及动词词义辨析 : 1次
本题比较简单。根据语义“根据传统，新婚夫妇要搬到妻子父母家，与父母__一年”根据语境，应为[d]居住为最佳答案。 : 1次
13、【答案】 : 1次
时间逻辑关系 : 1次
根据原文，“____他们在附近建造一栋新房子” : 1次
[a]然而[b]直到 : 1次
[c]为 : 1次
[d]如果 : 1次
结合语境，[b]直到最符合原文语境，搭配最为合理。 : 1次
14、【答案】 : 1次
[d]obtain : 1次
【解析】divorce : 1次
__14__，but : 1次
common。该句句意为离婚是合法的，且相对容易____。a.avoid : 1次
避免b.follow : 1次
跟随c.chanllenge挑战，质疑d.obtain获得。这里出现and，所以对于离婚这件事不可能是避免或是挑战，但是跟随和离婚之间语义不符，但是获得离婚（的批准）是可以的。选d。 : 1次
